,score,studio,number_episodes,demographics,emission_type,month,members,action,comedy,ecchi,slice_of_life,sports,drama and romance,adventure and fantasy,mystery and horror,sci_fi and supernatural,Cluster
5074,6.76,studio_deen,1.0,shoujo,special,11.0,39949.0,0,1,0,0,0,0,0,0,0,1
5076,6.76,shin_ei_animation,103.0,seinen,tv,10.0,6276.0,0,1,0,0,0,1,0,0,1,1
5078,6.76,tatsunoko_production,30.0,shounen,tv,9.0,2465.0,1,1,0,0,0,0,0,1,0,1
5084,6.75,gallop,1.0,shounen,special,4.0,4397.0,0,0,0,0,0,0,1,0,0,1
5085,6.75,otros_estudios,12.0,shounen,tv,7.0,473548.0,0,1,0,0,0,1,0,0,0,1
5087,6.75,j_c_staff,1.0,shoujo,ova,3.0,22128.0,0,0,0,0,0,1,0,0,0,1
5092,6.75,tms_entertainment,12.0,seinen,tv,1.0,145065.0,1,0,0,0,0,0,1,0,0,0
5102,6.75,tms_entertainment,1.0,seinen,special,11.0,5527.0,1,1,0,0,0,0,1,0,0,1
5105,6.75,olm,25.0,shounen,tv,1.0,1686.0,1,0,0,0,0,1,0,0,0,0
5106,6.75,otros_estudios,1.0,shoujo,ova,9.0,17936.0,0,1,0,0,0,1,0,0,0,1
5109,6.75,olm,1.0,kids,ona,11.0,9863.0,1,0,0,0,0,0,2,0,0,1
5110,6.75,tatsunoko_production,1.0,shoujo,movie,3.0,2434.0,0,0,0,0,0,0,0,0,0,1
5112,6.75,gonzo,13.0,shounen,tv,1.0,662236.0,0,1,1,0,0,1,1,0,0,0
5118,6.74,otros_estudios,4.0,shounen,ova,11.0,2925.0,1,0,0,0,0,1,1,0,1,1
5122,6.74,toei_animation,49.0,shoujo,tv,2.0,2213.0,0,1,0,1,0,0,0,0,0,1
5124,6.74,otros_estudios,12.0,shounen,tv,1.0,813845.0,0,1,0,0,0,1,0,0,0,0
5127,6.74,otros_estudios,51.0,kids,tv,4.0,2121.0,1,1,0,0,0,0,1,0,1,1
5130,6.74,olm,1.0,kids,movie,7.0,94528.0,0,1,0,0,0,1,2,0,0,1
5132,6.74,otros_estudios,2.0,seinen,ova,7.0,13211.0,0,1,0,1,0,0,0,0,0,1
5139,6.74,a_1_pictures,1.0,shoujo,special,7.0,2016.0,0,1,0,0,0,1,0,0,0,1
5145,6.74,otros_estudios,6.0,seinen,ova,10.0,11814.0,0,1,0,0,0,0,1,0,1,1
5147,6.74,otros_estudios,1.0,shounen,ova,11.0,40642.0,1,1,0,0,0,0,1,0,0,1
5148,6.74,toei_animation,1.0,shoujo,movie,4.0,3961.0,0,0,0,1,0,1,0,0,0,1
5149,6.74,otros_estudios,1.0,shounen,movie,12.0,5115.0,0,0,0,0,1,0,0,0,0,1
5151,6.74,shin_ei_animation,1.0,seinen,movie,4.0,3958.0,0,1,1,1,0,0,0,0,0,1
5155,6.74,toei_animation,1.0,shounen,movie,7.0,61599.0,1,1,0,0,0,0,2,0,1,1
5157,6.74,brain_base,1.0,shounen,special,7.0,15788.0,0,0,0,0,0,1,1,0,1,1
5162,6.74,studio_deen,12.0,seinen,tv,10.0,4687.0,0,0,0,0,1,0,0,0,0,1
5167,6.74,otros_estudios,10.0,josei,tv,7.0,21233.0,0,1,0,0,0,0,0,0,1,1
5169,6.73,otros_estudios,1.0,shounen,special,8.0,37868.0,1,0,0,0,0,0,1,0,0,1
5172,6.73,lidenfilms,11.0,seinen,ona,9.0,24355.0,1,1,1,0,0,0,2,0,0,1
5177,6.73,otros_estudios,1.0,josei,ova,5.0,8331.0,0,0,0,0,0,1,1,0,0,1
5178,6.73,shin_ei_animation,1.0,seinen,movie,4.0,4180.0,0,1,1,1,0,0,0,0,0,1
5179,6.73,shin_ei_animation,1.0,seinen,movie,4.0,4965.0,0,1,0,0,0,0,0,0,0,1
5180,6.73,pierrot,26.0,shounen,tv,10.0,1285.0,0,1,0,0,0,0,0,0,0,1
5181,6.73,toei_animation,2.0,shounen,ova,7.0,48162.0,0,1,0,0,0,0,2,0,1,1
5198,6.73,lidenfilms,12.0,shoujo,tv,4.0,63038.0,0,0,0,0,0,0,1,1,0,0
5199,6.73,otros_estudios,12.0,shounen,tv,4.0,259242.0,0,1,1,0,0,1,0,0,0,1
5205,6.73,otros_estudios,1.0,shounen,ova,1.0,44628.0,0,1,1,0,0,1,0,0,0,1
5207,6.73,olm,1.0,kids,movie,7.0,7875.0,0,0,0,0,0,0,2,0,0,1
5208,6.73,otros_estudios,52.0,shoujo,tv,4.0,5015.0,1,0,0,0,0,1,1,1,0,0
5212,6.73,otros_estudios,1.0,shounen,movie,4.0,91680.0,0,1,1,0,0,0,1,0,1,1
5213,6.73,pierrot,130.0,kids,tv,4.0,2110.0,0,0,0,0,0,0,0,0,0,0
5215,6.73,mappa,12.0,shounen,tv,10.0,26146.0,0,1,0,0,0,0,0,0,0,1
5216,6.73,shin_ei_animation,1.0,kids,movie,3.0,2219.0,0,1,0,0,0,0,1,0,1,1
5217,6.73,lidenfilms,13.0,seinen,tv,9.0,22315.0,0,0,0,1,0,0,0,0,1,1
5225,6.73,olm,1.0,kids,movie,12.0,2416.0,0,1,0,0,0,0,0,0,1,1
5230,6.72,studio_deen,1.0,shounen,movie,2.0,7491.0,1,1,0,0,0,2,1,0,1,1
5235,6.72,synergysp,1.0,shounen,ova,4.0,2952.0,1,1,0,0,0,0,0,0,1,1
5237,6.72,toei_animation,4.0,seinen,ova,7.0,27124.0,1,0,0,0,0,1,1,1,0,1
5238,6.72,nippon_animation,51.0,shoujo,tv,9.0,10161.0,0,1,0,0,0,1,1,0,0,1
5239,6.72,otros_estudios,58.0,shoujo,tv,4.0,7258.0,0,0,0,0,1,1,0,0,0,0
5240,6.72,xebec,51.0,kids,tv,1.0,3843.0,1,0,0,0,0,0,0,0,0,0
5243,6.72,otros_estudios,13.0,shounen,tv,10.0,321359.0,1,1,0,0,0,0,0,0,1,1
5245,6.72,studio_deen,31.0,seinen,tv,3.0,3439.0,0,0,0,0,0,0,0,0,0,1
5246,6.72,otros_estudios,12.0,seinen,tv,10.0,162013.0,1,0,1,0,0,2,0,0,1,0
5247,6.72,toei_animation,1.0,kids,movie,12.0,4887.0,0,0,0,0,0,0,1,0,0,1
5250,6.72,toei_animation,1.0,kids,movie,10.0,3699.0,0,0,0,0,0,0,1,0,0,1
5253,6.72,studio_deen,12.0,shounen,tv,4.0,4412.0,0,1,0,0,0,0,0,0,1,1
5255,6.72,tatsunoko_production,19.0,shoujo,tv,5.0,5339.0,0,0,0,0,1,1,0,0,0,1
5256,6.72,tatsunoko_production,20.0,shoujo,tv,4.0,3388.0,0,0,0,0,0,2,0,0,0,1
5264,6.72,shin_ei_animation,94.0,kids,tv,9.0,1364.0,0,1,0,0,0,0,0,1,0,1
5266,6.72,otros_estudios,1.0,shounen,special,7.0,9707.0,0,0,0,0,0,0,0,0,0,1
5270,6.72,studio_deen,1.0,seinen,special,6.0,3841.0,0,1,0,0,0,2,0,0,0,1
5273,6.72,nippon_animation,25.0,kids,tv,1.0,1654.0,0,0,0,1,0,0,1,0,0,1
5276,6.72,tms_entertainment,12.0,seinen,tv,8.0,2255.0,1,1,1,0,0,0,1,0,0,1
5277,6.72,otros_estudios,16.0,seinen,tv,4.0,132440.0,0,1,0,0,0,1,0,0,0,1
5278,6.72,madhouse,12.0,seinen,special,11.0,15791.0,0,1,1,0,0,0,0,0,0,1
5279,6.72,otros_estudios,1.0,shounen,ova,8.0,7140.0,0,0,0,0,0,1,1,2,0,1
5280,6.72,toei_animation,1.0,shounen,special,12.0,9939.0,1,0,0,0,0,0,2,0,0,1
5282,6.72,otros_estudios,26.0,shoujo,tv,9.0,1836.0,0,0,0,0,0,0,2,0,0,1
5283,6.72,tokyo_movie_shinsha,2.0,kids,movie,12.0,10266.0,0,1,0,0,0,0,0,0,0,1
5286,6.72,toei_animation,52.0,shounen,tv,10.0,2303.0,1,0,0,1,0,1,1,0,0,0
5291,6.72,otros_estudios,12.0,seinen,ona,6.0,263156.0,1,0,0,0,0,1,1,0,0,0
5302,6.71,j_c_staff,12.0,shounen,tv,1.0,26223.0,0,0,0,1,0,0,0,0,0,1
5303,6.71,otros_estudios,97.0,kids,tv,2.0,1275.0,0,0,0,0,0,0,1,0,0,0
5307,6.71,studio_deen,12.0,shounen,tv,8.0,50946.0,0,0,0,0,0,0,0,1,1,1
5308,6.71,tatsunoko_production,1.0,shounen,ova,8.0,8514.0,0,1,0,1,0,0,1,0,0,1
5310,6.71,pierrot,86.0,shounen,tv,2.0,6042.0,0,1,0,0,0,0,0,0,0,1
5312,6.71,toei_animation,1.0,kids,movie,3.0,2206.0,0,0,0,0,0,0,1,0,0,1
5314,6.71,olm,76.0,kids,tv,1.0,3874.0,1,0,0,0,0,0,0,0,1,0
5328,6.71,otros_estudios,12.0,shounen,tv,1.0,202264.0,0,1,1,0,0,1,0,0,0,1
5331,6.71,toei_animation,1.0,shoujo,movie,7.0,2682.0,0,0,0,1,0,1,0,0,0,1
5334,6.71,otros_estudios,3.0,shounen,ova,12.0,32200.0,1,1,1,0,0,0,0,0,1,1
5337,6.71,gallop,1.0,shounen,special,4.0,6585.0,0,0,0,0,1,0,0,0,0,1
5345,6.71,studio_deen,13.0,shoujo,tv,4.0,109359.0,0,0,0,0,0,1,1,0,0,0
5346,6.71,lidenfilms,12.0,shounen,tv,10.0,47566.0,0,1,0,0,0,0,0,0,0,1
5349,6.7,otros_estudios,6.0,shoujo,ona,3.0,2024.0,0,0,0,1,0,0,0,0,0,1
5350,6.7,toei_animation,1.0,shounen,movie,12.0,2727.0,1,0,0,0,1,0,0,0,0,1
5352,6.7,nippon_animation,51.0,shounen,tv,1.0,65338.0,1,1,0,0,1,0,1,0,1,1
5355,6.7,toei_animation,2.0,shounen,special,6.0,30640.0,0,1,0,0,0,0,1,0,0,1
5358,6.7,studio_deen,1.0,shoujo,special,11.0,9646.0,0,1,0,0,0,0,1,0,1,1
5366,6.7,otros_estudios,12.0,shounen,tv,10.0,27105.0,0,1,0,1,1,0,0,0,0,1
5367,6.7,toei_animation,88.0,shoujo,tv,10.0,1592.0,0,1,0,0,0,0,0,0,0,1
5368,6.7,otros_estudios,1.0,seinen,ova,10.0,23891.0,0,1,0,0,0,0,0,0,0,1
5370,6.7,otros_estudios,1.0,shoujo,special,4.0,7902.0,0,1,0,0,0,1,0,0,0,1
5371,6.7,otros_estudios,24.0,josei,tv,10.0,6161.0,0,1,0,1,0,0,0,0,0,1
5372,6.7,production_i_g,1.0,shounen,ova,7.0,37021.0,1,0,0,0,0,0,2,0,0,1
5374,6.7,olm,1.0,kids,movie,7.0,41491.0,0,1,0,0,0,0,2,0,0,1
5386,6.7,toei_animation,1.0,shounen,movie,3.0,7092.0,1,1,0,0,0,0,1,0,0,1
5390,6.7,gallop,148.0,shounen,tv,4.0,61380.0,1,0,0,0,0,0,1,0,0,0
5393,6.69,mappa,12.0,shounen,tv,7.0,30666.0,0,1,0,0,0,0,0,0,0,1
5396,6.69,madhouse,2.0,shoujo,ova,10.0,18712.0,1,0,0,0,0,0,0,1,1,1
5406,6.69,madhouse,117.0,shoujo,tv,4.0,2934.0,0,1,0,1,0,1,0,0,0,1
5407,6.69,otros_estudios,6.0,seinen,ova,8.0,40752.0,1,1,1,0,0,0,2,0,0,1
5408,6.69,otros_estudios,1.0,shounen,ova,3.0,3420.0,0,0,0,0,0,1,0,0,0,1
5409,6.69,toei_animation,25.0,shounen,tv,10.0,7679.0,0,0,0,0,0,0,2,0,1,1
5412,6.69,toei_animation,1.0,shounen,movie,7.0,130728.0,1,1,0,0,0,0,2,0,1,1
5413,6.69,madhouse,38.0,shounen,tv,7.0,22805.0,1,1,0,0,0,0,2,0,1,1
5416,6.69,group_tac,12.0,shounen,tv,10.0,54497.0,1,1,1,0,0,0,1,0,0,1
5418,6.69,studio_deen,1.0,shoujo,ova,3.0,8104.0,0,1,0,0,0,0,1,0,0,1
5420,6.69,toei_animation,1.0,shounen,movie,7.0,2855.0,0,1,0,0,0,0,1,1,1,1
5425,6.69,nippon_animation,49.0,shounen,tv,10.0,4296.0,1,0,0,0,1,0,0,0,0,1
5437,6.68,tokyo_movie_shinsha,1.0,seinen,special,7.0,6514.0,1,1,0,0,0,0,1,1,0,1
5442,6.68,studio_deen,2.0,shounen,special,9.0,11960.0,1,0,0,0,0,0,0,0,1,1
5445,6.68,gallop,1.0,shounen,special,3.0,6069.0,1,1,0,0,0,0,0,0,0,1
5449,6.68,studio_deen,25.0,shounen,tv,10.0,9822.0,0,0,0,0,0,0,0,1,1,1
5451,6.68,otros_estudios,1.0,shoujo,movie,10.0,1722.0,0,0,0,1,0,0,0,0,0,1
5454,6.68,production_i_g,13.0,seinen,ona,4.0,25945.0,1,0,0,0,0,0,0,0,1,1
5464,6.68,otros_estudios,13.0,seinen,tv,4.0,109003.0,1,0,0,0,0,1,1,0,0,1
5469,6.68,production_i_g,4.0,seinen,special,9.0,7539.0,0,1,0,1,0,0,0,0,0,1
5473,6.68,otros_estudios,1.0,shoujo,special,12.0,3577.0,1,0,0,0,0,0,1,0,0,1
5474,6.68,production_i_g,3.0,shoujo,special,12.0,28396.0,0,0,0,0,0,1,0,0,0,1
5477,6.68,tms_entertainment,47.0,shounen,tv,10.0,1495.0,0,0,0,0,1,0,1,0,0,1
5483,6.67,toei_animation,39.0,shoujo,tv,2.0,9570.0,1,1,0,0,0,1,1,0,1,1
5485,6.67,otros_estudios,12.0,shounen,tv,1.0,703237.0,0,0,0,0,0,2,0,0,0,0
5493,6.67,production_i_g,3.0,shounen,ova,9.0,21439.0,0,1,0,0,0,0,1,0,0,1
5503,6.67,tatsunoko_production,52.0,shounen,tv,4.0,14764.0,0,0,0,0,0,0,1,0,0,1
5507,6.67,otros_estudios,37.0,shounen,tv,3.0,4031.0,0,0,0,0,0,1,0,0,0,1
5510,6.67,tms_entertainment,12.0,seinen,tv,7.0,74504.0,0,0,0,0,0,0,0,0,0,1
5514,6.67,otros_estudios,52.0,kids,tv,10.0,2516.0,0,0,0,0,0,0,2,0,0,1
5516,6.67,tatsunoko_production,51.0,shoujo,tv,4.0,8860.0,0,0,0,0,1,0,0,0,0,1
5521,6.67,otros_estudios,1.0,seinen,ova,5.0,17736.0,0,1,0,0,0,1,1,0,0,1
5524,6.67,otros_estudios,1.0,shounen,movie,9.0,32426.0,0,0,0,0,0,0,1,0,1,1
5530,6.66,otros_estudios,12.0,shounen,tv,4.0,21669.0,0,1,0,0,0,0,0,0,0,1
5534,6.66,a_1_pictures,1.0,shoujo,movie,9.0,4581.0,0,1,0,0,0,1,0,0,0,1
5535,6.66,gallop,120.0,shounen,tv,5.0,44263.0,1,0,0,0,0,0,1,0,1,0
5536,6.66,shin_ei_animation,24.0,kids,tv,10.0,3822.0,0,1,0,0,0,0,0,0,0,1
5537,6.66,xebec,26.0,shounen,tv,10.0,21035.0,0,1,1,0,0,0,2,0,1,1
5538,6.66,otros_estudios,1.0,shounen,movie,3.0,4783.0,0,0,0,0,1,0,0,0,0,1
5542,6.66,otros_estudios,12.0,josei,tv,10.0,80589.0,0,0,0,0,0,1,1,0,0,1
5546,6.66,studio_deen,12.0,shounen,tv,10.0,5860.0,1,0,0,0,0,0,1,0,1,1
5549,6.66,otros_estudios,3.0,shounen,ova,9.0,9683.0,0,1,1,0,0,1,0,0,0,1
5550,6.66,otros_estudios,3.0,shounen,ova,9.0,9683.0,0,1,1,0,0,1,0,0,0,1
5552,6.66,otros_estudios,5.0,shounen,special,10.0,16173.0,0,1,0,0,0,0,0,0,0,1
5559,6.66,olm,55.0,kids,tv,9.0,862.0,0,0,0,1,0,0,1,0,0,1
5560,6.66,olm,4.0,shounen,ova,7.0,6818.0,0,1,0,0,0,1,0,0,1,1
5568,6.66,otros_estudios,12.0,josei,tv,4.0,38571.0,0,0,0,0,0,1,1,0,0,1
5569,6.66,otros_estudios,7.0,shounen,special,1.0,14169.0,0,1,0,0,0,0,0,0,0,1
5571,6.66,olm,4.0,kids,ona,1.0,7432.0,1,1,0,0,0,0,2,0,0,1
5572,6.66,olm,14.0,kids,tv,1.0,45217.0,1,1,0,0,0,0,2,0,0,1
5575,6.66,otros_estudios,13.0,shounen,tv,7.0,13244.0,0,0,0,0,1,0,0,0,0,1
5584,6.65,toei_animation,1.0,shounen,special,10.0,3462.0,1,0,0,0,0,0,2,0,0,1
5586,6.65,j_c_staff,4.0,seinen,ova,10.0,2094.0,0,0,0,0,0,0,0,0,0,1
5588,6.65,otros_estudios,1.0,shounen,movie,6.0,7262.0,1,1,0,0,0,0,0,0,0,1
5589,6.65,olm,1.0,kids,special,4.0,10289.0,0,0,0,0,0,0,2,0,0,1
5595,6.65,otros_estudios,1.0,shounen,movie,10.0,5929.0,0,1,0,0,0,0,0,0,1,1
5598,6.65,otros_estudios,13.0,seinen,tv,4.0,89537.0,1,0,0,0,0,0,0,1,1,1
5604,6.65,lidenfilms,12.0,shounen,tv,4.0,85527.0,0,1,0,1,0,0,0,0,0,1
5607,6.65,studio_deen,12.0,seinen,tv,1.0,50169.0,0,1,1,0,0,1,0,0,1,1
5611,6.65,otros_estudios,12.0,josei,tv,1.0,56853.0,0,1,0,0,0,0,0,0,0,1
5620,6.65,madhouse,12.0,shounen,tv,10.0,42312.0,0,1,0,0,0,1,0,0,1,1
5621,6.65,tokyo_movie_shinsha,103.0,shounen,tv,10.0,1677.0,0,1,0,1,0,0,0,0,0,1
5630,6.65,j_c_staff,6.0,shounen,special,7.0,17003.0,0,1,1,0,0,0,0,0,0,1
5631,6.65,otros_estudios,6.0,seinen,ova,1.0,6201.0,1,0,0,0,0,1,1,0,1,1
5640,6.64,tms_entertainment,13.0,kids,tv,10.0,14742.0,0,1,0,1,0,0,0,0,0,1
5644,6.64,shin_ei_animation,13.0,seinen,ona,8.0,2708.0,0,1,1,0,0,0,0,0,1,1
5645,6.64,shin_ei_animation,1.0,seinen,movie,4.0,1203.0,0,1,0,0,0,0,1,0,0,1
5649,6.64,otros_estudios,26.0,shounen,tv,4.0,4127.0,0,0,0,0,1,0,1,0,0,1
5650,6.64,otros_estudios,1.0,kids,movie,2.0,1557.0,0,0,0,0,0,0,1,1,0,1
5652,6.64,toei_animation,1.0,shounen,movie,7.0,118042.0,1,1,0,0,0,0,2,0,1,1
5659,6.64,otros_estudios,13.0,shoujo,tv,1.0,7371.0,0,0,0,0,0,1,1,0,0,1
5664,6.64,olm,43.0,shounen,tv,5.0,46266.0,0,0,0,0,1,0,0,0,0,1
5668,6.64,toei_animation,1.0,shounen,special,4.0,1568.0,0,0,0,0,0,0,0,1,0,1
5669,6.64,tatsunoko_production,1.0,shounen,special,11.0,1158.0,0,1,0,0,0,0,0,0,0,1
5671,6.64,j_c_staff,2.0,shoujo,special,1.0,9891.0,0,1,0,0,0,1,1,1,0,1
5675,6.64,toei_animation,22.0,shounen,tv,10.0,8362.0,0,1,0,0,0,1,1,0,0,1
5676,6.64,otros_estudios,4.0,shounen,ova,11.0,14402.0,0,1,0,0,0,1,0,0,0,1
5677,6.64,studio_deen,1.0,shoujo,movie,7.0,11902.0,0,0,0,0,0,1,1,0,0,1
5678,6.64,madhouse,1.0,seinen,special,9.0,10808.0,0,0,0,0,0,1,0,1,0,1
5680,6.64,otros_estudios,1.0,shounen,movie,3.0,778.0,0,1,0,0,0,0,0,0,0,1
5683,6.64,otros_estudios,5.0,seinen,ona,8.0,2824.0,0,1,0,1,0,0,0,0,0,1
5685,6.64,olm,1.0,kids,special,7.0,8517.0,0,0,0,0,0,0,2,0,0,1
5688,6.64,otros_estudios,13.0,seinen,tv,1.0,53489.0,0,1,0,1,0,0,0,0,0,1
5691,6.64,otros_estudios,12.0,shounen,tv,1.0,5326.0,0,1,0,0,0,0,0,0,0,1
5693,6.64,otros_estudios,25.0,shoujo,tv,10.0,71496.0,0,1,0,0,0,0,1,0,0,1
5696,6.64,otros_estudios,12.0,shounen,tv,7.0,19044.0,0,1,0,0,0,0,0,0,0,1
5706,6.63,otros_estudios,6.0,seinen,ona,4.0,22301.0,0,0,0,0,0,2,0,0,0,1
5708,6.63,sunrise,50.0,shounen,tv,4.0,2810.0,1,0,0,0,0,0,1,0,1,1
5710,6.63,studio_deen,1.0,seinen,special,12.0,14581.0,0,1,1,0,0,1,0,0,1,1
5712,6.63,lidenfilms,13.0,seinen,ona,6.0,57563.0,1,1,1,0,0,0,2,0,0,1
5715,6.63,nippon_animation,1.0,kids,movie,12.0,900.0,0,1,0,1,0,0,0,0,0,1
5722,6.63,group_tac,26.0,shounen,tv,10.0,39723.0,0,0,0,0,0,1,1,0,1,1
5725,6.63,madhouse,12.0,shounen,tv,4.0,112456.0,0,1,1,0,0,1,0,0,0,1
5727,6.63,otros_estudios,52.0,kids,tv,10.0,7682.0,0,0,0,0,0,0,1,0,0,1
5729,6.63,tms_entertainment,1.0,seinen,ova,4.0,8489.0,1,1,0,0,0,0,1,1,0,1
5732,6.63,otros_estudios,1.0,seinen,ova,3.0,3912.0,0,1,0,0,0,0,0,0,1,1
5745,6.62,otros_estudios,12.0,seinen,tv,7.0,21251.0,0,1,0,1,0,0,0,0,1,1
5748,6.62,otros_estudios,24.0,shounen,tv,1.0,393741.0,1,0,1,0,0,1,1,0,0,0
5749,6.62,olm,1.0,kids,movie,7.0,35123.0,0,0,0,0,0,0,2,0,0,1
5751,6.62,otros_estudios,12.0,seinen,tv,7.0,22850.0,0,1,0,1,0,0,0,0,0,1
5756,6.62,nippon_animation,26.0,kids,tv,4.0,1661.0,0,0,0,0,0,1,0,0,0,1
5762,6.62,otros_estudios,12.0,seinen,tv,7.0,39604.0,0,0,0,1,0,0,0,0,0,1
5764,6.62,olm,49.0,kids,tv,4.0,2461.0,0,1,0,0,0,0,0,0,1,1
5770,6.62,otros_estudios,12.0,seinen,tv,1.0,7845.0,1,1,0,0,0,0,1,0,1,1
5773,6.62,olm,31.0,shounen,tv,8.0,4096.0,1,0,0,0,0,0,0,0,0,1
5774,6.62,nippon_animation,78.0,kids,tv,4.0,3500.0,0,1,0,0,0,0,1,0,0,1
5775,6.62,shin_ei_animation,1.0,seinen,movie,4.0,3516.0,0,1,1,1,0,0,0,0,0,1
5776,6.62,otros_estudios,1.0,seinen,special,8.0,17947.0,0,0,0,0,0,0,0,0,1,1
5777,6.62,otros_estudios,52.0,kids,tv,4.0,1075.0,0,1,0,0,0,0,0,0,0,1
5779,6.62,otros_estudios,12.0,seinen,tv,6.0,34197.0,0,1,1,0,0,0,0,0,1,1
5784,6.62,toei_animation,1.0,kids,ova,4.0,832.0,0,0,0,0,0,1,0,0,0,1
5785,6.62,madhouse,1.0,shounen,ova,4.0,296999.0,0,1,1,0,0,0,0,0,1,1
5786,6.62,otros_estudios,1.0,seinen,ona,7.0,17361.0,0,0,0,0,0,0,1,0,1,1
5788,6.62,madhouse,1.0,shounen,movie,3.0,6729.0,0,0,0,0,0,1,2,0,0,1
5791,6.61,otros_estudios,51.0,shounen,tv,4.0,3457.0,1,0,0,0,0,0,1,0,0,1
5792,6.61,otros_estudios,1.0,shounen,ova,12.0,17980.0,0,0,0,0,1,0,0,0,0,1
5793,6.61,nippon_animation,1.0,shounen,movie,8.0,11159.0,1,1,0,0,1,0,1,0,1,1
5794,6.61,xebec,22.0,shounen,tv,11.0,5497.0,0,0,0,0,1,0,0,0,0,1
5796,6.61,otros_estudios,12.0,shounen,tv,1.0,438608.0,0,1,0,0,0,0,0,0,0,1
5800,6.61,production_i_g,1.0,shounen,special,8.0,8583.0,0,0,0,0,1,0,0,0,0,1
5803,6.61,otros_estudios,13.0,shounen,tv,1.0,89350.0,0,1,1,0,0,1,1,0,0,1
5807,6.61,otros_estudios,12.0,shounen,tv,10.0,188993.0,0,1,0,0,0,0,1,0,0,1
5811,6.61,toei_animation,23.0,shounen,tv,10.0,998.0,1,0,0,0,0,0,1,0,0,1
5813,6.61,pierrot,1.0,shounen,ova,11.0,1898.0,0,0,0,0,0,0,0,0,0,1
5816,6.61,otros_estudios,12.0,seinen,tv,4.0,557964.0,0,1,1,0,0,1,0,0,0,1
5818,6.61,otros_estudios,13.0,shoujo,tv,7.0,24593.0,0,1,0,0,0,1,1,0,0,1
5819,6.61,j_c_staff,25.0,shounen,tv,4.0,6621.0,0,1,0,0,0,0,2,0,0,1
5821,6.61,olm,1.0,kids,special,10.0,8141.0,1,1,0,0,0,0,2,0,0,1
5822,6.61,production_i_g,1.0,kids,movie,7.0,55777.0,0,1,0,0,0,1,2,0,0,1
5824,6.61,toei_animation,1.0,shounen,movie,7.0,2629.0,1,1,0,0,0,0,0,0,0,1
5827,6.61,otros_estudios,12.0,shounen,tv,1.0,16020.0,0,1,0,0,0,0,0,0,0,1
5832,6.61,otros_estudios,12.0,shoujo,tv,7.0,40143.0,0,0,0,0,0,1,1,0,1,1
5835,6.61,production_i_g,6.0,seinen,ona,4.0,8281.0,1,0,0,0,0,0,0,0,1,1
5838,6.61,pierrot,1.0,shounen,special,3.0,5013.0,1,1,0,0,0,2,1,0,1,1
5841,6.61,otros_estudios,51.0,kids,tv,1.0,1089.0,0,1,0,0,0,0,1,0,0,1
5844,6.6,otros_estudios,12.0,shounen,tv,10.0,14559.0,0,1,0,0,0,0,0,0,0,1
5845,6.6,otros_estudios,4.0,shounen,ova,8.0,3193.0,0,0,0,0,1,0,0,0,0,1
5849,6.6,pierrot,26.0,shounen,tv,4.0,28760.0,1,0,0,0,0,1,1,0,1,1
5851,6.6,tms_entertainment,1.0,kids,movie,12.0,2182.0,0,1,0,0,0,0,1,0,0,1
5852,6.6,group_tac,1.0,shounen,special,12.0,3606.0,0,0,0,0,1,1,0,0,0,1
5860,6.6,toei_animation,1.0,shounen,ova,11.0,40783.0,0,0,0,0,0,0,2,0,1,1
5862,6.6,pierrot,26.0,shounen,tv,4.0,16142.0,0,1,0,0,0,1,1,0,2,1
5863,6.6,toei_animation,1.0,shounen,movie,8.0,3254.0,0,1,0,0,0,0,1,0,0,1
5865,6.6,otros_estudios,2.0,shounen,ova,5.0,6776.0,1,1,0,0,1,0,0,0,0,1
5867,6.6,studio_deen,12.0,seinen,ona,1.0,36725.0,0,0,0,0,0,0,0,1,1,1
5870,6.6,otros_estudios,1.0,kids,movie,3.0,3258.0,0,0,0,0,0,0,0,0,0,1
5871,6.6,otros_estudios,16.0,kids,tv,4.0,2248.0,0,0,0,0,0,0,1,0,0,1
5873,6.6,production_i_g,12.0,seinen,ona,4.0,32076.0,1,0,0,0,0,0,0,0,1,1
5881,6.6,otros_estudios,12.0,shounen,tv,1.0,103127.0,1,0,0,0,0,0,2,0,0,1
5883,6.6,production_i_g,1.0,kids,movie,7.0,46757.0,0,1,0,0,0,1,2,0,0,1
5888,6.6,otros_estudios,12.0,seinen,tv,7.0,150725.0,0,1,0,0,0,0,1,0,0,1
5891,6.59,otros_estudios,21.0,josei,movie,3.0,7213.0,0,1,0,0,0,0,0,0,0,1
5892,6.59,otros_estudios,1.0,kids,movie,11.0,8993.0,0,0,0,0,0,1,1,0,0,1
5894,6.59,otros_estudios,20.0,seinen,ona,8.0,46126.0,0,1,1,0,0,0,0,0,0,1
5898,6.59,toei_animation,1.0,shounen,movie,7.0,2493.0,1,0,0,0,0,0,0,0,0,1
5900,6.59,sunrise,3.0,shounen,special,8.0,5404.0,1,0,0,0,0,0,0,0,1,1
5903,6.59,otros_estudios,1.0,shoujo,ova,3.0,24077.0,0,0,0,0,0,1,0,0,0,1
5904,6.59,j_c_staff,12.0,shounen,tv,1.0,9193.0,0,1,0,1,0,2,0,0,0,1
5905,6.59,otros_estudios,12.0,seinen,tv,1.0,20204.0,0,1,0,1,0,0,0,0,0,1
5906,6.59,otros_estudios,12.0,shounen,tv,10.0,163164.0,0,1,1,0,0,1,0,0,0,1
